dataset,rec,lead,seg,t0_s,n_gt,TP,FP,FN,F1,lead_F1,sampen,kurtosis,spec_entropy,band_ratio,rr_cv,rr_plaus,bsqi,n_det,psd_fhr,tau_acf,peak_prob_mean,prob_max,p_bad,p_bad_kind,level
adfecgdb,r04,1,14,56.0,8,8,0,0,100.0,96.57915672235482,1.1866764541544426,2.1666325754772497,0.7502804159474613,0.0032012134449237372,0.007651405783228427,1.0,0.875,8.0,0.09597722897278133,3.0,0.9978454560041428,0.9990358054637909,0.0006684760912370621,oof,xanh
adfecgdb,r04,1,15,60.0,8,8,0,0,100.0,96.57915672235482,1.0598071342254793,1.9265354837770143,0.7143102130989665,0.07994450610299829,0.003755674180714738,1.0,1.0,8.0,0.20086195437752669,4.0,0.9941693432629108,0.9989883303642273,0.007234793762603131,oof,xanh
adfecgdb,r04,1,16,64.0,9,9,0,0,100.0,96.57915672235482,0.9989914652177242,3.9964368792226974,0.7074006346622821,0.19551667090820812,0.006838401629584669,1.0,1.0,9.0,0.18157117791441513,4.0,0.9985162185298072,0.9993603825569153,0.00018542563794613447,oof,xanh
adfecgdb,r04,1,17,68.0,8,8,0,0,100.0,96.57915672235482,1.1292598486017522,4.280582067530234,0.7398870258833105,0.1877628566093144,0.005375163407440117,1.0,1.0,8.0,0.16551366199545284,3.0,0.9969429671764374,0.9983577132225037,0.0030576422536086165,oof,xanh
adfecgdb,r04,1,18,72.0,8,8,0,0,100.0,96.57915672235482,0.6957613192098676,24.7023926166215,0.6806043935601467,0.1883137129702399,0.008307198117818883,1.0,0.0,8.0,0.05056644647926456,4.0,0.9857134595513344,0.9987578392028809,0.0033664954906629644,oof,xanh
adfecgdb,r04,1,19,76.0,9,9,0,0,100.0,96.57915672235482,1.0306849473831965,2.90857486865242,0.7549547542144448,0.25564055967296384,0.007157234742005374,1.0,0.6666666666666666,9.0,0.07757589094685508,3.0,0.998342795504464,0.9989294409751892,0.0007501200739965826,oof,xanh
adfecgdb,r04,1,20,80.0,8,8,0,0,100.0,96.57915672235482,0.7261370052018012,34.92880526204375,0.6849248803964451,0.31405298321339364,0.0057031193079818175,1.0,0.2222222222222222,8.0,0.07692032270293012,4.0,0.9936232008039951,0.998818576335907,0.0006191353915942163,oof,xanh
adfecgdb,r04,1,21,84.0,8,7,1,1,87.5,96.57915672235482,0.6394976486258995,10.080918500982667,0.5637700703627774,0.7314362934815509,0.2533606761736116,0.7142857142857143,0.0,8.0,0.015595394706464469,2.0,0.9115079268813133,0.9982863664627075,0.599990414578433,oof,do
adfecgdb,r04,1,22,88.0,7,5,1,2,76.92307692307692,96.57915672235482,0.5155836462019437,9.795208938011182,0.6187083912471845,0.7339600140639916,0.41111969459592307,0.8,0.0,6.0,0.014440504535445325,2.0,0.8788761496543884,0.9960007071495056,0.5658406335917762,oof,do
adfecgdb,r04,1,23,92.0,7,6,1,1,85.71428571428571,96.57915672235482,0.7142889004938783,39.53792216470593,0.6381435622453219,0.23195031998736804,0.0554713478956874,1.0,0.25,7.0,0.04439716306685998,4.0,0.8943261674472264,0.9888365268707275,0.03884743942568575,oof,xanh
adfecgdb,r04,1,24,96.0,7,5,2,2,71.42857142857143,96.57915672235482,1.3133627034433577,1.3965863113351267,0.7801869129650777,0.2727484168058184,0.22025884084470504,0.8333333333333334,0.8571428571428571,7.0,0.053965323326662026,3.0,0.8533789409058434,0.9969253540039062,0.5503030332946701,oof,do
adfecgdb,r04,1,25,100.0,7,6,1,1,85.71428571428571,96.57915672235482,1.3064484070131472,2.426703183836235,0.7712354151954246,0.2981797261465343,0.12497960339153699,0.8333333333333334,0.8571428571428571,7.0,0.04508763601901249,3.0,0.902255939585822,0.9988508224487305,0.4572030743231796,oof,vang
adfecgdb,r04,1,26,104.0,8,8,0,0,100.0,96.57915672235482,1.2355337247496028,1.2561716988011895,0.7722129742845177,0.27576027710228207,0.023206285799190405,1.0,0.875,8.0,0.0677487148070738,3.0,0.9795752316713333,0.9964182376861572,0.020351917570018183,oof,xanh
adfecgdb,r04,1,27,108.0,8,8,0,0,100.0,96.57915672235482,1.1209887833584598,2.4183323581296836,0.7541870857757056,0.27015774961841993,0.014077527257346283,1.0,0.625,8.0,0.0975146194699347,3.0,0.9952101148664951,0.999030351638794,0.08097590852100532,oof,vang
adfecgdb,r04,1,28,112.0,8,8,0,0,100.0,96.57915672235482,0.7401210349413044,38.67346004487999,0.7470447929329694,0.025180034492387024,0.010220161649546857,1.0,0.2222222222222222,8.0,0.041429126031735944,4.0,0.9893020987510681,0.998695582151413,0.0033083389375425367,oof,xanh
adfecgdb,r04,1,29,116.0,9,9,0,0,100.0,96.57915672235482,1.2578204061644287,1.9703922152273003,0.75290442025597,0.2150390236994645,0.015397767023729407,1.0,0.6666666666666666,9.0,0.05916344286851001,3.0,0.9908431536621518,0.9987913966178894,0.05617093837255962,oof,vang
adfecgdb,r04,1,30,120.0,8,8,0,0,100.0,96.57915672235482,0.7032811066379839,37.49481961071901,0.6227063363494807,0.22882149411699648,0.023263600974769778,1.0,0.2222222222222222,8.0,0.06707701554310579,4.0,0.9899836331605911,0.9988118410110474,0.011432648280765274,oof,xanh
adfecgdb,r04,1,31,124.0,8,8,0,0,100.0,96.57915672235482,1.2227776689463672,2.1701898956498917,0.7357357754365998,0.08630049973707178,0.015873015872984394,1.0,1.0,8.0,0.18492364899702113,3.0,0.9981292374432087,0.9993346333503723,0.007935709783440548,oof,xanh
adfecgdb,r04,1,32,128.0,8,8,0,0,100.0,96.57915672235482,1.1347893659017714,5.596051034323004,0.7211858907616819,0.1590919211576457,0.01460761612074929,1.0,0.5714285714285714,8.0,0.07444559237005716,4.0,0.9951780624687672,0.9991162419319153,0.017583683223992893,oof,xanh
adfecgdb,r04,1,33,132.0,8,8,0,0,100.0,96.57915672235482,0.66322788446947,38.4733551152508,0.5959154787304551,0.22377347124605979,0.009005476995507062,1.0,0.2222222222222222,8.0,0.07533509560965601,5.0,0.9773651994764805,0.9989725351333618,0.0005355453431697632,oof,xanh
adfecgdb,r04,1,34,136.0,9,9,0,0,100.0,96.57915672235482,1.0799736650709515,2.430127453289254,0.7432202513172957,0.257558027216864,0.010494160882499408,1.0,0.5882352941176471,9.0,0.06772585221676551,3.0,0.99770896964603,0.998654842376709,0.005950695854950272,oof,xanh
adfecgdb,r04,1,35,140.0,9,9,0,0,100.0,96.57915672235482,0.7153113892467392,36.439390543349454,0.6423691618139392,0.010181034123287195,0.020018018872129555,1.0,0.0,9.0,0.061717143119508634,4.0,0.9944018887148963,0.9990041851997375,0.0009909218390507335,oof,xanh
adfecgdb,r04,1,36,144.0,8,8,0,0,100.0,96.57915672235482,1.157890496252293,3.167006995643642,0.734994839010883,0.10282935952248438,0.01294729498352511,1.0,0.8,8.0,0.14088852642323701,3.0,0.9959564618766308,0.9989465773105621,0.08014662139774431,oof,vang
adfecgdb,r04,1,37,148.0,9,9,0,0,100.0,96.57915672235482,1.302213967261687,1.7422481552858713,0.7614014304085479,0.10941663295217013,0.006095748113664002,1.0,0.9411764705882353,9.0,0.0790114734026987,3.0,0.9981495903597938,0.9991488456726074,0.00034049571414773364,oof,xanh
adfecgdb,r04,1,38,152.0,8,8,0,0,100.0,96.57915672235482,1.0606391860100963,3.58732436790857,0.7483475758071316,0.10889195427728748,0.00725242772989131,1.0,0.2857142857142857,8.0,0.04029593146776828,4.0,0.9915734454989433,0.9987927675247192,0.003334415901988084,oof,xanh
adfecgdb,r04,1,39,156.0,9,9,0,0,100.0,96.57915672235482,1.34201800808204,1.0411352930621547,0.7828587859399622,0.008961786286356197,0.021915325633524205,1.0,1.0,9.0,0.0388753068384333,3.0,0.9809281726678213,0.997654139995575,0.005079519405380506,oof,xanh
adfecgdb,r04,1,40,160.0,10,9,0,1,94.73684210526316,96.57915672235482,1.2514691182762638,1.2046996950238489,0.7650002793646464,0.18513459124561457,0.015214474534308103,1.0,0.8888888888888888,9.0,0.10038738799846127,3.0,0.9889814323849149,0.9958678185939789,0.051753497083904525,oof,xanh
adfecgdb,r04,1,41,164.0,9,8,0,1,94.11764705882354,96.57915672235482,0.7466766603037576,16.27566682388233,0.6268282327243269,0.11921903918043825,0.0952436841528489,1.0,0.2,8.0,0.08625273901430183,4.0,0.8774669393897057,0.9946257472038269,0.7010238591708667,oof,do
adfecgdb,r04,1,42,168.0,10,9,1,1,90.0,96.57915672235482,1.2383221407186338,1.5795809977808482,0.7820271434917857,0.21033384782595,0.134378920469905,0.875,0.7777777777777778,9.0,0.09959953460778107,3.0,0.8670034176773496,0.9956393241882324,0.9196590228674121,oof,do
adfecgdb,r04,1,43,172.0,9,9,0,0,100.0,96.57915672235482,0.8732251447464512,33.32089909940445,0.6483054304543066,0.2693758640384308,0.015707258574678768,1.0,0.0,10.0,0.06718245875710993,4.0,0.9541922569274902,0.99490886926651,0.0024228276962164593,oof,xanh
adfecgdb,r04,1,44,176.0,9,9,0,0,100.0,96.57915672235482,0.8662043460379244,45.628866880227505,0.781559601054425,0.2496028952804012,0.025958415047576684,1.0,0.0,9.0,0.06524175638119697,4.0,0.985345893436008,0.9965603947639465,0.002964652886567143,oof,xanh
adfecgdb,r04,1,45,180.0,9,9,0,0,100.0,96.57915672235482,1.0780904889139422,30.13870953839254,0.7586363069142511,0.1421503802659626,0.009555846057670962,1.0,0.18181818181818182,9.0,0.0373932557584732,4.0,0.9744949142138163,0.9988476037979126,0.01491489418493912,oof,xanh
adfecgdb,r04,1,46,184.0,9,9,0,0,100.0,96.57915672235482,1.269463771280117,2.549651088721747,0.7572416378136309,0.21050483461192462,0.032975093996292164,1.0,0.8235294117647058,9.0,0.07418655306198706,3.0,0.9861956238746643,0.9987092018127441,0.05530232218390163,oof,vang
adfecgdb,r04,1,47,188.0,9,9,0,0,100.0,96.57915672235482,1.2366280973974695,2.205741679881081,0.7525998664194185,0.2787297875428899,0.007981800956520221,1.0,0.7777777777777778,9.0,0.0570359807098209,3.0,0.9896796842416128,0.9968931972980499,0.008225584597068254,oof,xanh
adfecgdb,r04,1,48,192.0,10,10,0,0,100.0,96.57915672235482,0.8040603059016962,24.50645033623732,0.6265683661995374,0.21076340694156107,0.035590492323649955,1.0,0.18181818181818182,10.0,0.10391388336720121,4.0,0.9793409764766693,0.9980716109275818,0.002989714659060695,oof,xanh
adfecgdb,r04,1,49,196.0,9,9,0,0,100.0,96.57915672235482,1.31486166005582,1.9837030626995409,0.7778782495200176,0.09402204294558333,0.03608496482431963,1.0,0.9411764705882353,9.0,0.11630584799527706,3.0,0.9546030561129252,0.9942813217639923,0.12367383593910188,oof,vang
adfecgdb,r04,1,50,200.0,10,10,0,0,100.0,96.57915672235482,1.3088967920817487,1.7011551415028903,0.7778908623245889,0.267228332660481,0.014426245016092765,1.0,1.0,10.0,0.17689202288371425,3.0,0.9841194480657578,0.995253324508667,0.07964685995674368,oof,vang
adfecgdb,r04,1,51,204.0,9,9,0,0,100.0,96.57915672235482,1.273885706999825,2.4500541329086127,0.768000753353308,0.29432587085968426,0.01668042481845341,1.0,0.5882352941176471,9.0,0.1354164630393672,3.0,0.9726432098282708,0.9968909621238708,0.15039590751116283,oof,vang
adfecgdb,r04,1,52,208.0,9,9,0,0,100.0,96.57915672235482,1.349542132574529,1.7993484814191216,0.7800489598955703,0.19284235836878372,0.02664900803192026,1.0,0.9411764705882353,9.0,0.15685146834106922,3.0,0.9705488648679521,0.9963990449905396,0.005078551918379925,oof,xanh
adfecgdb,r04,1,53,212.0,9,3,4,6,37.5,96.57915672235482,0.6536531979721155,13.541508909386991,0.73915119315663,0.43345167967484266,0.4256606023435856,0.8333333333333334,0.0,7.0,0.01612895124166903,3.0,0.8151852658816746,0.9277068972587585,0.5381457654357071,oof,vang
adfecgdb,r04,1,54,216.0,8,8,0,0,100.0,96.57915672235482,0.6469512259062778,38.009008305174945,0.7316071368344891,0.2581398126534846,0.036205797388975024,1.0,0.0,8.0,0.055737553103254275,3.0,0.9013743288815022,0.9972234070301056,0.003314909197547434,oof,xanh
adfecgdb,r04,1,55,220.0,7,7,0,0,100.0,96.57915672235482,0.6883427439473423,40.14493748780304,0.6319706506773735,0.29665650401324595,0.03693631983156529,1.0,0.0,7.0,0.05075180021744469,4.0,0.9543062022754124,0.9977248907089233,0.04638809960289621,oof,xanh
adfecgdb,r04,1,56,224.0,9,9,0,0,100.0,96.57915672235482,1.207828659614853,2.3372141623481815,0.7598289307803109,0.24360335340943054,0.01573570550372664,1.0,0.6666666666666666,9.0,0.0594484582972139,3.0,0.9927935865190294,0.9990015029907227,0.04075081536047389,oof,xanh
adfecgdb,r04,1,57,228.0,8,8,0,0,100.0,96.57915672235482,1.1449604578120387,2.1401645167680448,0.7353356961878802,0.03092477384364976,0.019440281559273104,1.0,0.7058823529411765,8.0,0.12448821870984113,4.0,0.993932880461216,0.998988687992096,0.08318767606154051,oof,vang
adfecgdb,r04,1,58,232.0,8,8,0,0,100.0,96.57915672235482,1.3253592938116854,2.2801483727558596,0.7696017173039548,0.18300060558159098,0.02495191194087692,1.0,0.8,8.0,0.08714132215538464,3.0,0.9914119802415371,0.9987738728523254,0.018074963923162348,oof,xanh
adfecgdb,r04,1,59,236.0,8,8,0,0,100.0,96.57915672235482,1.1380207091971857,2.527386891480246,0.7218456030027665,0.23481764636364694,0.019120793578554614,1.0,0.6666666666666666,8.0,0.07761759600964495,3.0,0.993556909263134,0.9982521533966064,0.01958322110829211,oof,xanh
adfecgdb,r04,1,60,240.0,8,8,0,0,100.0,96.57915672235482,1.252435072763272,1.562764518986957,0.7442066571133034,0.06709045204655038,0.011002582700951303,1.0,1.0,8.0,0.033474310053867626,3.0,0.99833794683218,0.9993472695350647,0.00276319964208135,oof,xanh
adfecgdb,r04,1,61,244.0,9,9,0,0,100.0,96.57915672235482,1.1527366048358298,1.8508744174054819,0.7430300470498432,0.19215506414055356,0.019923549233918546,1.0,0.7058823529411765,9.0,0.07938140441814893,3.0,0.9978427059120603,0.9992243051528931,0.006956070910380898,oof,xanh
adfecgdb,r04,1,62,248.0,8,8,0,0,100.0,96.57915672235482,1.2781640054615506,2.504567107931053,0.7567304247544333,0.1263177304431936,0.014085904245445946,1.0,1.0,8.0,0.15513055667842027,3.0,0.9962923415005207,0.999139666557312,0.005182551189480476,oof,xanh
adfecgdb,r04,1,63,252.0,8,8,0,0,100.0,96.57915672235482,1.1746072030077486,2.5971431931987334,0.7347660726924604,0.26848860949114756,0.020297550377330838,1.0,0.75,8.0,0.07056009702887579,3.0,0.9920209534466267,0.9989913403987885,0.0725581059508485,oof,vang
adfecgdb,r04,1,64,256.0,9,9,0,0,100.0,96.57915672235482,1.2501077190810348,1.969490313221212,0.7493767123481841,0.06078495013247016,0.01715222279552845,1.0,0.8888888888888888,9.0,0.09894320356906901,3.0,0.9926328261693319,0.9987620115280151,0.1171685613288183,oof,vang
adfecgdb,r04,1,65,260.0,8,8,0,0,100.0,96.57915672235482,0.8635438575664252,14.716102925900827,0.6630368391145699,0.11656899728724845,0.010584937171574728,1.0,0.0,8.0,0.104849616342023,4.0,0.9832346104085445,0.9987587928771973,0.024419593063477078,oof,xanh
adfecgdb,r04,1,66,264.0,8,8,0,0,100.0,96.57915672235482,1.3111693200707988,0.9983702667550158,0.766617489667394,0.13471853800545386,0.013809044823379643,1.0,0.9411764705882353,8.0,0.09858856377299087,3.0,0.9952879473567009,0.9992552399635315,0.012763835983510611,oof,xanh
adfecgdb,r04,1,67,268.0,9,9,0,0,100.0,96.57915672235482,1.296013660242008,1.4294084159762468,0.7519440935246926,0.03343719457607019,0.016070470316180023,1.0,0.9411764705882353,9.0,0.11121876143588952,3.0,0.9971790677971311,0.9993785619735718,0.0029481203396901842,oof,xanh
adfecgdb,r04,1,68,272.0,8,8,0,0,100.0,96.57915672235482,1.312082899651348,1.8166002229428422,0.7543783995428238,0.2618415929132375,0.006150807615901085,1.0,0.875,8.0,0.10777855975190524,3.0,0.9987044110894203,0.9993504881858826,0.0006963871777439449,oof,xanh
adfecgdb,r04,1,69,276.0,9,9,0,0,100.0,96.57915672235482,0.6437494516174578,41.80563269056577,0.5986710614796391,0.3176373002442906,0.010269446516707567,1.0,0.2,9.0,0.06756152448284161,4.0,0.9965966476334466,0.9987976551055908,0.0001293623600133323,oof,xanh
adfecgdb,r04,1,70,280.0,8,8,1,0,94.11764705882354,96.57915672235482,0.7872954852254951,36.74618318902278,0.643573807501036,0.060402696735171776,0.08697949240327751,1.0,0.2,9.0,0.10527164990003855,4.0,0.957215901878145,0.999218761920929,0.010301784896503982,oof,xanh
adfecgdb,r04,1,71,284.0,9,8,0,1,94.11764705882354,96.57915672235482,1.2614838418251608,1.552562125788853,0.7598565785799846,0.22052544980711897,0.005500782232459972,1.0,0.8235294117647058,8.0,0.0879065190679045,3.0,0.9976346790790558,0.9989182949066162,0.0005797340752441275,oof,xanh
adfecgdb,r04,1,72,288.0,8,6,1,2,80.0,96.57915672235482,1.0016549732222924,3.287050350650544,0.6986295179199397,0.12731162723090786,0.07575398779367136,1.0,0.6153846153846154,7.0,0.1035517353508625,4.0,0.9580290062086922,0.9989226460456848,0.23381862977132675,oof,vang
adfecgdb,r04,1,73,292.0,8,5,3,3,62.5,96.57915672235482,1.002173633376369,1.9155946405520146,0.6929582487066819,0.14377154851686652,0.1171727390654192,1.0,0.25,9.0,0.017001588198293206,4.0,0.9017656544844309,0.9988682270050049,0.6036918868493478,oof,do
adfecgdb,r04,1,74,296.0,9,6,2,3,70.58823529411765,96.57915672235482,0.7771100293893436,30.241968746000865,0.7440833272164377,0.17173758124321792,0.29793699401464024,0.5,0.25,7.0,0.10092747027815296,4.0,0.9331693564142499,0.9985520243644714,0.6388500276578686,oof,do
adfecgdb,r04,2,0,0.0,9,9,0,0,100.0,99.7624703087886,0.6460290594814595,7.377134201596737,0.7149190808478342,0.37952760882477865,0.009307009861043962,1.0,1.0,9.0,0.17085625066848198,3.0,0.9984920720259348,0.9989983439445496,0.00017602189923858532,oof,xanh
adfecgdb,r04,2,1,4.0,8,8,0,0,100.0,99.7624703087886,0.6381420264533855,8.41292457741695,0.7256784601554043,0.25789134181014045,0.015030808069060335,1.0,1.0,8.0,0.16740734189369552,3.0,0.9982212074100971,0.9991316199302673,0.0008517515778167776,oof,xanh
adfecgdb,r04,2,2,8.0,8,8,0,0,100.0,99.7624703087886,0.6029857104137359,8.39708094653939,0.7187796951981554,0.3997834944581472,0.011735372873607645,1.0,1.0,8.0,0.13201264042709654,3.0,0.9937795586884022,0.9988927245140076,0.0010661851148783521,oof,xanh
adfecgdb,r04,2,3,12.0,8,8,0,0,100.0,99.7624703087886,0.595160516354436,7.849578142840464,0.7063418757989599,0.12869468836306344,0.012154992881006294,1.0,0.9411764705882353,8.0,0.1763131678528215,3.0,0.9979947544634342,0.9989705085754395,0.00030738790416467396,oof,xanh
adfecgdb,r04,2,4,16.0,9,9,0,0,100.0,99.7624703087886,0.6752995073919211,6.872440849427651,0.7205694379779353,0.021874434006177158,0.007132526430856496,1.0,1.0,9.0,0.231892921047674,3.0,0.9980054398377737,0.9988346695899963,8.851195268354104e-05,oof,xanh
adfecgdb,r04,2,5,20.0,8,8,0,0,100.0,99.7624703087886,0.5697564938507224,22.34576593895109,0.6723941691053688,0.03743372617912661,0.006302867136689444,1.0,0.2222222222222222,8.0,0.1574519998413267,4.0,0.9967915415763855,0.9990173876285553,0.0006647622800881184,oof,xanh
adfecgdb,r04,2,6,24.0,9,9,0,0,100.0,99.7624703087886,0.6781224533903567,6.093519102929017,0.7228800732749817,0.22662928144383568,0.00947486431141967,1.0,1.0,9.0,0.14550409004944628,3.0,0.998130116197798,0.9991102516651154,0.0004443035730138269,oof,xanh
adfecgdb,r04,2,7,28.0,8,8,0,0,100.0,99.7624703087886,0.7669245965283225,5.936340584624352,0.7126638748479558,0.05196223967460416,0.007715167498088531,1.0,1.0,8.0,0.18805209649039903,3.0,0.9988126158714294,0.999091386795044,0.0008286471996207503,oof,xanh
adfecgdb,r04,2,8,32.0,8,8,0,0,100.0,99.7624703087886,0.7374037320000262,5.291947121828898,0.7204305388462064,0.03558694217941199,0.010535067031779425,1.0,1.0,8.0,0.17606489127196012,3.0,0.9982179887592793,0.9986719191074371,0.00026649867220086127,oof,xanh
adfecgdb,r04,2,9,36.0,9,9,0,0,100.0,99.7624703087886,0.558367643123541,21.5150758648824,0.6512203282551072,0.04029249375899306,0.011188422681654715,1.0,0.2,9.0,0.13557256146672203,4.0,0.9967205888695188,0.9989948868751526,0.0001702085264653814,oof,xanh
adfecgdb,r04,2,10,40.0,8,8,0,0,100.0,99.7624703087886,0.6745754205888067,7.444737754940167,0.7024395624211678,0.3537234715662221,0.008983571156701283,1.0,1.0,8.0,0.1501022331002607,3.0,0.9982608072459698,0.9989873170852661,0.0001873138456628048,oof,xanh
adfecgdb,r04,2,11,44.0,8,8,0,0,100.0,99.7624703087886,0.6471566156323243,8.342708389244919,0.7089587286197387,0.2533899119294758,0.0043813318346209345,1.0,1.0,8.0,0.2386116362754021,3.0,0.9982842467725277,0.9989031553268433,0.00010888766412936198,oof,xanh
adfecgdb,r04,2,12,48.0,9,9,0,0,100.0,99.7624703087886,0.6038769142137284,9.88120810951801,0.7006860672897901,0.32785959313678886,0.005455157342389975,1.0,0.9411764705882353,9.0,0.20521905928942863,3.0,0.997793714205424,0.9987548589706421,0.0002557347983480821,oof,xanh
adfecgdb,r04,2,13,52.0,8,8,0,0,100.0,99.7624703087886,0.6416224726799554,6.929295065279845,0.7197789673258529,0.4182905693448672,0.004454354031864465,1.0,1.0,8.0,0.2361485129238638,3.0,0.9985830374062061,0.9989380240440369,0.00015785874394371878,oof,xanh
adfecgdb,r04,2,14,56.0,8,8,0,0,100.0,99.7624703087886,0.5092767529283168,27.129093309128024,0.6472777978826464,0.005092421571079409,0.00689237812628043,1.0,0.2222222222222222,8.0,0.10925437581960003,4.0,0.9975680075585842,0.9990949630737305,0.00013301965724263988,oof,xanh
adfecgdb,r04,2,15,60.0,8,8,0,0,100.0,99.7624703087886,0.7131079231224834,6.68434464439782,0.7160983835792243,0.20070523149024316,0.008706717095182826,1.0,0.9333333333333333,8.0,0.2087151326516972,3.0,0.9969502501189709,0.99887415766716,0.0026807033509693196,oof,xanh
adfecgdb,r04,2,16,64.0,9,9,0,0,100.0,99.7624703087886,0.6257899714776335,6.587276815152613,0.71582600731002,0.474003114636309,0.003988654321523628,1.0,1.0,9.0,0.1430932826829643,3.0,0.9979352355003357,0.9986022114753723,0.000235927164909871,oof,xanh
adfecgdb,r04,2,17,68.0,8,8,0,0,100.0,99.7624703087886,0.3069436378069794,28.210004010497833,0.6085853809413113,0.329642054643265,0.008983571156701285,1.0,0.4,8.0,0.10460854088311158,4.0,0.9978480897843838,0.9989449381828308,0.00047161780613599945,oof,xanh
adfecgdb,r04,2,18,72.0,8,8,0,0,100.0,99.7624703087886,0.4561917423628768,12.451489428646312,0.6423872341686349,0.18160600163291632,0.006099305638256119,1.0,0.3333333333333333,8.0,0.06431297679600743,4.0,0.9932421073317528,0.9987602233886719,0.00012353925700034764,oof,xanh
adfecgdb,r04,2,19,76.0,9,9,0,0,100.0,99.7624703087886,0.41715704607592646,12.214387591710137,0.6097816068735882,0.3629294571147268,0.007157234742005374,1.0,0.15384615384615385,9.0,0.07787551260866636,4.0,0.9941516154342227,0.9990288019180298,7.468227706581381e-05,oof,xanh
adfecgdb,r04,2,20,80.0,8,8,0,0,100.0,99.7624703087886,0.5678634430747551,18.399069487397167,0.6072058404954604,0.30232291013043594,0.009457553439603514,1.0,0.0,8.0,0.04455542975230343,4.0,0.9971535615622997,0.9984709620475769,0.002662654851755748,oof,xanh
adfecgdb,r04,2,21,84.0,8,8,0,0,100.0,99.7624703087886,0.49622192751999566,11.198161628219143,0.6028689243685309,0.23841654268353127,0.039957617942760065,1.0,0.0,8.0,0.05346484321084801,4.0,0.990103043615818,0.9988846182823181,0.0031846888361431653,oof,xanh
adfecgdb,r04,2,22,88.0,7,6,0,1,92.3076923076923,99.7624703087886,1.1069030285597532,2.80339976238667,0.7585218023280081,0.26807866015356746,0.3546606937334067,0.8,0.75,6.0,0.024495433101657568,3.0,0.89018681148688,0.9846014976501465,0.9728854912410085,oof,do
adfecgdb,r04,2,23,92.0,7,7,0,0,100.0,99.7624703087886,0.6683991119267918,29.71563076217796,0.7629577926173924,0.3753366094254231,0.025772828681582937,1.0,0.25,7.0,0.07335220116294616,4.0,0.9305199384689331,0.9861801266670227,0.0009086127819537016,oof,xanh
adfecgdb,r04,2,24,96.0,7,7,0,0,100.0,99.7624703087886,0.5124587916307363,28.305722643803644,0.6149501544286146,0.36303390846797884,0.01279136533758878,1.0,0.4444444444444444,7.0,0.06870645663010067,4.0,0.9152397641113826,0.9950307607650757,0.007065719728793123,oof,xanh
adfecgdb,r04,2,25,100.0,7,7,0,0,100.0,99.7624703087886,0.9745283839748321,5.1557229879364925,0.7465877860731988,0.3593049209496627,0.03647287792652765,1.0,1.0,7.0,0.107194553028706,3.0,0.9844434048448291,0.9981927275657654,0.048659737160296465,oof,xanh
adfecgdb,r04,2,26,104.0,8,8,0,0,100.0,99.7624703087886,0.9396450240183132,3.554165740030384,0.7503995772494562,0.3611325864452882,0.0232062857991904,1.0,1.0,8.0,0.11558459183717296,3.0,0.9955472759902477,0.9978846907615662,0.03712504841858969,oof,xanh
adfecgdb,r04,2,27,108.0,8,8,0,0,100.0,99.7624703087886,0.7953354435091213,5.969941632387723,0.7401946130808944,0.40825300426615363,0.011945177983209621,1.0,1.0,8.0,0.1650867081205996,3.0,0.9968653544783592,0.9985156953334808,0.00612369254734677,oof,xanh
adfecgdb,r04,2,28,112.0,8,8,0,0,100.0,99.7624703087886,0.43498844151998545,17.978159934317993,0.6146155189325335,0.04120951599777286,0.012392277803555838,1.0,0.36363636363636365,8.0,0.1096419943660213,4.0,0.9959740526974201,0.9984539151191711,0.004848590048402442,oof,xanh
adfecgdb,r04,2,29,116.0,9,9,0,0,100.0,99.7624703087886,0.4656904523295708,22.11911810213551,0.6110566490128166,0.3094843382129425,0.010887865477609667,1.0,0.18181818181818182,9.0,0.05980318467614871,4.0,0.9967760211891599,0.9988422989845276,0.00018752878759838295,oof,xanh
adfecgdb,r04,2,30,120.0,8,8,0,0,100.0,99.7624703087886,0.8732783908477829,6.976927690858581,0.7392482305807534,0.39744426842700153,0.016102182979371046,1.0,1.0,8.0,0.20249993698671595,3.0,0.9965906217694283,0.9986234903335571,0.12626054471790077,oof,vang
adfecgdb,r04,2,31,124.0,8,8,0,0,100.0,99.7624703087886,0.8693814241647418,6.559944392262503,0.7553270727546707,0.16032220695798635,0.015873015872984394,1.0,1.0,8.0,0.20344831101899533,3.0,0.9980226531624794,0.99883633852005,0.006650050870594916,oof,xanh
adfecgdb,r04,2,32,128.0,8,8,0,0,100.0,99.7624703087886,0.7843853967546044,7.284545970430184,0.7123958342231355,0.26313802985844476,0.00977039247774672,1.0,1.0,8.0,0.14971799095731914,3.0,0.9986951015889645,0.9989796280860901,0.0005550613895810359,oof,xanh
adfecgdb,r04,2,33,132.0,8,8,0,0,100.0,99.7624703087886,0.5284145800796332,26.548449699130277,0.7147483558834807,0.3833554621094046,0.007750680539611739,1.0,0.0,8.0,0.11912952590326371,4.0,0.9986565634608269,0.9990294277667999,9.990764970840103e-05,oof,xanh
adfecgdb,r04,2,34,136.0,9,9,0,0,100.0,99.7624703087886,0.6961616631139897,5.5407536888828695,0.7249611003307496,0.505141403416535,0.005789390177371561,1.0,0.9411764705882353,9.0,0.18652334676663163,3.0,0.9977320167753432,0.9989898800849915,0.006475615496608606,oof,xanh
