record,group,seg,t0_s,n_gt,TP,FP,FN,F1,bad,p_bad_oof,sampen,kurtosis,spec_entropy,band_ratio,rr_cv,rr_plaus,bsqi,n_det,psd_fhr,tau_acf,peak_prob_mean,prob_max
B1_01,B1,11,44.0,11,11,0,0,100.000000,0,0.001921,0.569389,18.8588,0.685356,0.597648,0.0156479,1,0.285714,11,0.119184,4,0.991941,0.997733
B1_01,B1,12,48.0,10,10,0,0,100.000000,0,0.009473,0.797577,6.20828,0.741549,0.508023,0.00937069,1,1,10,0.203879,3,0.994347,0.998012
B1_01,B1,13,52.0,10,10,0,0,100.000000,0,0.025744,0.538253,12.4769,0.624542,0.510017,0.0255766,1,0.307692,10,0.105547,4,0.983118,0.997647
B1_01,B1,14,56.0,10,10,0,0,100.000000,0,0.007369,0.645262,23.9538,0.663467,0.539653,0.0196585,1,0.181818,10,0.174567,4,0.992829,0.998613
B1_01,B1,15,60.0,10,10,0,0,100.000000,0,0.009206,0.913835,6.11987,0.750457,0.482461,0.0143279,1,1,10,0.138138,3,0.994593,0.997784
B1_01,B1,16,64.0,10,10,0,0,100.000000,0,0.012285,0.872441,4.93753,0.747122,0.524622,0.0249201,1,0.9,10,0.127759,3,0.995187,0.997633
B1_01,B1,17,68.0,10,10,0,0,100.000000,0,0.014659,0.750122,7.13871,0.72547,0.559944,0.0196585,1,1,10,0.166387,3,0.991114,0.993971
B1_01,B1,18,72.0,10,10,0,0,100.000000,0,0.093579,0.631663,23.733,0.721866,0.479299,0.0211872,1,0.333333,10,0.207131,4,0.985088,0.997976
B1_01,B1,19,76.0,11,11,0,0,100.000000,0,0.002303,0.930538,3.42311,0.743303,0.485442,0.0202692,1,1,11,0.077854,3,0.989547,0.998387
B1_01,B1,20,80.0,10,10,0,0,100.000000,0,0.010546,0.938702,3.75466,0.757765,0.470946,0.0316313,1,0.947368,10,0.0916611,3,0.992688,0.998155
B1_01,B1,21,84.0,10,10,0,0,100.000000,0,0.010541,0.835288,4.05996,0.732269,0.468879,0.0124948,1,1,10,0.144324,3,0.993214,0.998948
B1_01,B1,22,88.0,10,10,0,0,100.000000,0,0.019060,0.828976,5.37403,0.739429,0.441473,0.00799895,1,1,10,0.219838,3,0.996108,0.998655
B1_01,B1,23,92.0,11,11,0,0,100.000000,0,0.002741,0.866894,3.86853,0.724741,0.485497,0.010403,1,1,11,0.193449,3,0.993979,0.996534
B1_01,B1,24,96.0,10,10,0,0,100.000000,0,0.061387,0.845346,5.16256,0.743463,0.45257,0.016835,1,1,10,0.159157,3,0.992948,0.997549
B1_01,B1,25,100.0,10,10,0,0,100.000000,0,0.519110,0.722779,14.5976,0.697069,0.493137,0.0214392,1,0.625,10,0.199376,4,0.991276,0.997605
B1_01,B1,26,104.0,10,10,0,0,100.000000,0,0.030183,0.765285,6.76677,0.739996,0.527161,0.0106906,1,1,10,0.186781,3,0.994805,0.997378
B1_01,B1,27,108.0,9,9,0,0,100.000000,0,0.001876,0.783696,6.37457,0.728277,0.496551,0.00933249,1,1,9,0.127659,3,0.993729,0.996987
B1_01,B1,28,112.0,10,10,0,0,100.000000,0,0.005438,0.585224,33.0498,0.739411,0.557199,0.020067,1,1,10,0.197001,4,0.993931,0.998637
B1_01,B1,29,116.0,10,10,0,0,100.000000,0,0.054629,0.70168,13.2688,0.674099,0.443963,0.0088472,1,0.181818,10,0.180244,4,0.993914,0.998156
B1_01,B1,30,120.0,10,10,0,0,100.000000,0,0.031644,0.755458,8.28959,0.738673,0.497757,0.0148576,1,0.947368,10,0.215696,3,0.993063,0.997591
B1_01,B1,31,124.0,10,10,0,0,100.000000,0,0.023250,0.708853,11.0988,0.745646,0.496064,0.0407568,1,1,10,0.207104,3,0.993342,0.998069
B1_01,B1,32,128.0,10,10,0,0,100.000000,0,0.009679,0.613657,12.5594,0.717669,0.549729,0.0271257,1,0.533333,10,0.135691,4,0.991639,0.99847
B1_01,B1,33,132.0,10,10,0,0,100.000000,0,0.286892,0.549289,27.406,0.717367,0.408539,0.0107928,1,0.181818,10,0.206096,4,0.995239,0.998834
B1_01,B1,34,136.0,10,10,0,0,100.000000,0,0.011482,0.645611,19.1874,0.681303,0.520592,0.0106471,1,0.181818,10,0.129228,4,0.99481,0.998654
B1_01,B1,35,140.0,11,11,0,0,100.000000,0,0.107330,0.790091,7.22095,0.750877,0.490873,0.0170918,1,1,11,0.203364,3,0.996307,0.998046
B1_01,B1,36,144.0,10,10,0,0,100.000000,0,0.001400,0.722595,8.6234,0.743516,0.60565,0.00684932,1,1,10,0.187996,3,0.994876,0.998302
B1_01,B1,37,148.0,10,10,0,0,100.000000,0,0.002681,0.798772,7.25765,0.734691,0.525218,0.00578776,1,1,10,0.193873,3,0.995507,0.998237
B1_01,B1,38,152.0,10,10,0,0,100.000000,0,0.013281,0.599199,27.3574,0.731919,0.514355,0.0134228,1,0.181818,10,0.17596,4,0.993152,0.997997
B1_01,B1,39,156.0,10,10,0,0,100.000000,0,0.073904,0.642361,16.9091,0.677031,0.404166,0.0145857,1,0.666667,10,0.220275,4,0.992929,0.998421
B1_01,B1,40,160.0,11,11,0,0,100.000000,0,0.002885,0.50721,14.3601,0.656792,0.483395,0.0171577,1,0,11,0.141082,4,0.992964,0.998082
B1_01,B1,41,164.0,10,10,0,0,100.000000,0,0.000961,0.80963,8.0763,0.73719,0.567075,0.00758953,1,1,10,0.233795,3,0.996778,0.998828
B1_01,B1,42,168.0,10,10,0,0,100.000000,0,0.009721,0.468018,21.6587,0.646675,0.592236,0.0125515,1,0.333333,10,0.152644,4,0.990497,0.998025
B1_01,B1,43,172.0,10,10,0,0,100.000000,0,0.004206,0.646911,9.29436,0.73429,0.532951,0.0139624,1,1,10,0.250001,3,0.994645,0.99795
B1_01,B1,44,176.0,10,10,0,0,100.000000,0,0.002094,0.641614,21.3181,0.739818,0.521206,0.00969822,1,0.952381,10,0.210186,3,0.996533,0.998434
B1_01,B1,45,180.0,11,11,0,0,100.000000,0,0.000693,0.480727,18.9521,0.686442,0.519848,0.00857237,1,0,11,0.102069,4,0.985474,0.998516
B1_01,B1,46,184.0,10,10,0,0,100.000000,0,0.021214,0.530282,16.8607,0.734535,0.535486,0.0129005,1,0.307692,10,0.201506,4,0.996597,0.998434
B1_01,B1,47,188.0,10,10,0,0,100.000000,0,0.026139,0.711716,9.3717,0.740751,0.500407,0.0105984,1,1,10,0.222782,3,0.996836,0.998301
B1_01,B1,48,192.0,10,10,0,0,100.000000,0,0.033401,0.743859,9.07927,0.742409,0.590558,0.014957,1,1,10,0.202756,3,0.992794,0.997817
B1_01,B1,49,196.0,11,11,0,0,100.000000,0,0.008285,0.801653,5.97093,0.746408,0.510956,0.0182885,1,1,11,0.173057,3,0.995041,0.998144
B1_01,B1,50,200.0,10,10,0,0,100.000000,0,0.070673,0.815689,5.34001,0.732633,0.428571,0.0205331,1,0.9,10,0.150992,3,0.995748,0.998492
B1_01,B1,51,204.0,11,11,0,0,100.000000,0,0.006955,0.619636,30.2464,0.666119,0.431405,0.021125,1,0.166667,11,0.123955,4,0.990837,0.997959
B1_01,B1,52,208.0,10,10,0,0,100.000000,0,0.009188,0.834676,6.87559,0.745747,0.485958,0.0308803,1,1,10,0.139435,3,0.991841,0.998494
B1_01,B1,53,212.0,11,11,0,0,100.000000,0,0.001359,0.561591,13.8419,0.700478,0.565476,0.0107298,1,0,11,0.243641,4,0.995882,0.998118
B1_01,B1,54,216.0,10,10,0,0,100.000000,0,0.014728,0.573803,16.6923,0.677371,0.494095,0.0176963,1,0.166667,10,0.0442303,4,0.986097,0.997574
B1_01,B1,55,220.0,11,11,0,0,100.000000,0,0.003295,0.566537,14.0251,0.685887,0.457558,0.0150435,1,0,11,0.0570398,4,0.995549,0.998758
B1_01,B1,56,224.0,10,10,0,0,100.000000,0,0.009344,0.571198,15.524,0.682482,0.530959,0.0138408,1,0.166667,10,0.121446,4,0.988835,0.998331
B1_01,B1,57,228.0,11,11,0,0,100.000000,0,0.006895,0.87399,5.90227,0.746695,0.515989,0.0119224,1,0.952381,11,0.127482,3,0.985258,0.99776
B1_01,B1,58,232.0,11,11,0,0,100.000000,0,0.005256,0.63713,24.4702,0.744629,0.466472,0.0225306,1,0,11,0.10623,4,0.99064,0.996256
B1_01,B1,59,236.0,11,11,0,0,100.000000,0,0.002527,0.583944,14.7321,0.703397,0.539864,0.0221359,1,0.153846,11,0.0646831,4,0.988461,0.997229
B1_01,B1,60,240.0,11,11,0,0,100.000000,0,0.000448,0.55866,21.9767,0.701429,0.578964,0.00870708,1,0.166667,11,0.183685,3,0.988169,0.997832
B1_01,B1,61,244.0,11,11,0,0,100.000000,0,0.002177,0.463812,14.3139,0.636818,0.556317,0.0286568,1,0.142857,11,0.0778417,4,0.98972,0.998367
B1_01,B1,62,248.0,10,10,0,0,100.000000,0,0.000752,0.57908,21.3151,0.664617,0.505848,0.00820309,1,0,10,0.127598,4,0.996859,0.998729
B1_01,B1,63,252.0,11,11,0,0,100.000000,0,0.001998,0.589528,21.6731,0.686088,0.546755,0.011831,1,0,11,0.0917616,4,0.995183,0.99763
B1_01,B1,64,256.0,10,10,0,0,100.000000,0,0.011976,0.613252,16.3335,0.656017,0.507066,0.0133102,1,0.333333,10,0.111095,4,0.991004,0.997763
B1_01,B1,65,260.0,11,11,0,0,100.000000,0,0.000990,0.739709,7.40206,0.733283,0.600325,0.010292,1,1,11,0.159027,3,0.994215,0.998915
B1_01,B1,66,264.0,10,10,0,0,100.000000,0,0.006223,0.613764,17.6978,0.672583,0.525308,0.0221773,1,0.181818,10,0.0848894,4,0.993962,0.998803
B1_01,B1,67,268.0,11,11,0,0,100.000000,0,0.001279,0.502209,13.9237,0.708717,0.569832,0.0203058,1,0,11,0.246017,4,0.994646,0.998374
B1_01,B1,68,272.0,10,10,0,0,100.000000,0,0.001636,0.790536,7.97719,0.739818,0.556068,0.00978695,1,1,10,0.18242,3,0.995906,0.99858
B1_01,B1,69,276.0,10,10,0,0,100.000000,0,0.010046,0.519318,23.7362,0.65129,0.527591,0.0352873,1,0.166667,10,0.078772,4,0.990204,0.99852
B1_01,B1,70,280.0,11,11,0,0,100.000000,0,0.001969,0.610265,15.1988,0.69153,0.577136,0.0176774,1,0.307692,11,0.157326,4,0.994558,0.998239
B1_01,B1,71,284.0,10,10,0,0,100.000000,0,0.031048,0.682351,18.0876,0.699225,0.41955,0.0229838,1,0.333333,10,0.137524,4,0.9867,0.999051
B1_01,B1,72,288.0,10,10,0,0,100.000000,0,0.001559,0.477915,19.0623,0.650248,0.553529,0.00695758,1,0.166667,10,0.106465,4,0.992772,0.997862
B1_01,B1,73,292.0,10,10,0,0,100.000000,0,0.045030,0.866589,6.32126,0.738559,0.479734,0.0108258,1,1,10,0.162047,3,0.994905,0.998518
B1_01,B1,74,296.0,11,11,0,0,100.000000,0,0.017217,0.872938,4.77546,0.72063,0.520704,0.0139754,1,0.952381,11,0.233171,3,0.992245,0.997898
B1_01,B1,75,300.0,10,10,0,0,100.000000,0,0.008867,0.712446,16.9564,0.714929,0.48248,0.00962218,1,0.181818,10,0.219686,4,0.99088,0.998325
B1_01,B1,76,304.0,11,11,0,0,100.000000,0,0.003531,0.684788,14.8541,0.728074,0.511976,0.0131762,1,0.307692,11,0.157097,4,0.992965,0.997661
B1_01,B1,77,308.0,10,10,0,0,100.000000,0,0.024556,0.841178,4.89521,0.73537,0.490226,0.0127694,1,0.947368,10,0.225355,3,0.992638,0.997879
B1_01,B1,78,312.0,10,10,0,0,100.000000,0,0.016034,0.92949,2.35414,0.73454,0.468892,0.0275449,1,1,10,0.112111,3,0.991464,0.995091
B1_01,B1,79,316.0,9,9,0,0,100.000000,0,0.073738,0.638868,30.8012,0.750361,0.440142,0.0239756,1,0.181818,9,0.228104,4,0.992316,0.996285
B1_01,B1,80,320.0,11,11,0,0,100.000000,0,0.019929,0.837836,3.7707,0.751447,0.451477,0.0294138,1,1,11,0.155892,3,0.993076,0.997864
B1_01,B1,81,324.0,11,11,0,0,100.000000,0,0.487422,0.835658,6.74552,0.724067,0.41045,0.0120514,1,0.952381,11,0.203438,3,0.991843,0.998423
B1_01,B1,82,328.0,11,11,0,0,100.000000,0,0.002790,0.654821,15.358,0.681658,0.522363,0.0130919,1,0,11,0.0532958,4,0.992928,0.997175
B1_01,B1,83,332.0,11,11,0,0,100.000000,0,0.015373,0.891851,4.48204,0.749555,0.460429,0.0188679,1,1,11,0.253482,3,0.986479,0.996591
B1_01,B1,84,336.0,11,11,0,0,100.000000,0,0.017335,0.747581,17.3471,0.698876,0.501349,0.0134228,1,0.307692,11,0.139957,4,0.988034,0.998421
B1_01,B1,85,340.0,11,11,0,0,100.000000,0,0.013161,0.630328,31.8243,0.666752,0.430519,0.0265404,1,0.166667,11,0.0850836,4,0.988307,0.998348
B1_01,B1,86,344.0,10,10,0,0,100.000000,0,0.009715,0.514946,16.0598,0.642965,0.534484,0.0146804,1,0.153846,10,0.0884091,4,0.994506,0.997723
B1_01,B1,87,348.0,10,10,0,0,100.000000,0,0.010999,0.798384,5.04508,0.733027,0.516701,0.0124948,1,1,10,0.121335,3,0.9937,0.998808
B1_01,B1,88,352.0,9,9,0,0,100.000000,0,0.000947,0.73933,8.04405,0.745955,0.609909,0.00898604,1,1,9,0.149708,3,0.995372,0.99815
B1_01,B1,89,356.0,10,10,0,0,100.000000,0,0.033373,0.823681,6.40826,0.758733,0.511474,0.0311894,1,0.9,10,0.172529,3,0.995431,0.997694
B1_01,B1,90,360.0,10,10,0,0,100.000000,0,0.081180,0.741683,5.67267,0.75241,0.519792,0.0151598,1,1,10,0.197733,3,0.994783,0.998256
B1_01,B1,91,364.0,11,11,0,0,100.000000,0,0.142011,0.824152,4.57123,0.736015,0.418502,0.0134276,1,0.952381,11,0.194032,3,0.993937,0.997598
B1_01,B1,92,368.0,10,10,0,0,100.000000,0,0.253216,0.861671,5.67365,0.745579,0.466732,0.0196089,1,1,10,0.190651,3,0.995318,0.997133
B1_01,B1,93,372.0,10,10,0,0,100.000000,0,0.010107,0.577875,28.425,0.669013,0.550338,0.0142192,1,0.181818,10,0.103907,4,0.993321,0.9979
B1_01,B1,94,376.0,10,10,0,0,100.000000,0,0.018179,0.803049,6.12204,0.73791,0.488932,0.0158277,1,0.947368,10,0.171008,3,0.994601,0.997676
B1_01,B1,95,380.0,10,10,0,0,100.000000,0,0.023711,0.779944,6.20529,0.73319,0.519341,0.0113526,1,1,10,0.160443,3,0.995573,0.998492
B1_01,B1,96,384.0,11,11,0,0,100.000000,0,0.022044,0.762653,7.10922,0.739819,0.505778,0.0109677,1,1,11,0.226739,3,0.99248,0.997143
B1_01,B1,97,388.0,10,10,0,0,100.000000,0,0.009638,0.802254,6.68339,0.74463,0.548066,0.0155828,1,1,10,0.141266,3,0.995777,0.998335
B1_01,B1,98,392.0,10,10,0,0,100.000000,0,0.037591,0.809883,5.90392,0.750982,0.561249,0.0148576,1,0.947368,10,0.205968,3,0.994273,0.997662
B1_01,B1,99,396.0,10,10,0,0,100.000000,0,0.008143,0.656949,17.5769,0.679321,0.54526,0.0171684,1,0.181818,10,0.267966,4,0.989265,0.998218
B1_01,B1,100,400.0,10,10,0,0,100.000000,0,0.008603,0.804668,9.65065,0.739017,0.515985,0.00760694,1,1,10,0.180023,3,0.996644,0.998421
B1_01,B1,101,404.0,10,10,0,0,100.000000,0,0.002038,0.521729,33.6187,0.66234,0.488494,0.00847574,1,0.181818,10,0.131158,4,0.993224,0.998484
B1_01,B1,102,408.0,11,11,0,0,100.000000,0,0.156907,0.626222,14.3588,0.72876,0.474312,0.0105789,1,0.625,11,0.184804,3,0.993307,0.999005
B1_01,B1,103,412.0,10,10,0,0,100.000000,0,0.011205,0.775408,7.08854,0.727113,0.522714,0.0184373,1,1,10,0.152648,3,0.996717,0.998566
B1_01,B1,104,416.0,11,11,0,0,100.000000,0,0.001279,0.56972,33.8673,0.665078,0.550776,0.0171756,1,0.166667,11,0.126449,4,0.994451,0.998771
B1_01,B1,105,420.0,11,11,0,0,100.000000,0,0.029767,0.809584,5.05461,0.73577,0.508163,0.0127228,1,0.952381,11,0.220223,3,0.993801,0.998424
B1_01,B1,106,424.0,11,11,0,0,100.000000,0,0.061128,0.898601,5.01599,0.738652,0.468131,0.0121279,1,0.952381,11,0.2098,3,0.993338,0.996643
B1_01,B1,107,428.0,11,11,0,0,100.000000,0,0.002631,0.521231,18.0745,0.67037,0.513516,0.022771,1,0,11,0.154532,4,0.992566,0.997982
B1_01,B1,108,432.0,11,11,0,0,100.000000,0,0.003606,0.599897,35.9012,0.668359,0.569041,0.0132971,1,0.166667,11,0.11626,4,0.98309,0.996764
B1_01,B1,109,436.0,11,11,0,0,100.000000,0,0.003864,0.601605,19.6231,0.728202,0.508772,0.0114491,1,0.166667,11,0.228479,4,0.967328,0.995868
B1_01,B1,110,440.0,11,11,0,0,100.000000,0,0.058278,0.769503,6.5176,0.732223,0.478019,0.0121833,1,1,11,0.264897,3,0.988676,0.997793
B1_01,B1,111,444.0,11,11,0,0,100.000000,0,0.013252,0.861354,4.8411,0.738484,0.572476,0.0432524,1,1,11,0.235587,3,0.986229,0.995731
B1_01,B1,112,448.0,11,11,0,0,100.000000,0,0.002106,0.459466,12.3853,0.614276,0.556119,0.024972,1,0.133333,11,0.115061,4,0.990717,0.996187
B1_01,B1,113,452.0,10,10,0,0,100.000000,0,0.004662,0.864627,4.1762,0.749345,0.483317,0.0126116,1,1,10,0.1304,3,0.994472,0.998489
B1_01,B1,114,456.0,11,11,0,0,100.000000,0,0.004907,0.513648,16.6451,0.646012,0.467835,0.0117396,1,0.153846,11,0.0653216,4,0.991173,0.996957
B1_01,B1,115,460.0,11,11,0,0,100.000000,0,0.010897,0.617135,22.1487,0.673267,0.362963,0.00833852,1,0,10,0.187525,4,0.994918,0.998483
B1_01,B1,116,464.0,10,10,0,0,100.000000,0,0.003041,0.615284,20.4832,0.705726,0.553284,0.0122499,1,0,11,0.192298,4,0.994525,0.997645
B1_01,B1,117,468.0,10,10,0,0,100.000000,0,0.021984,0.772761,6.72043,0.744159,0.507958,0.016274,1,1,10,0.247095,3,0.993515,0.998275
B1_01,B1,118,472.0,11,11,0,0,100.000000,0,0.000421,0.582481,33.7755,0.652227,0.53628,0.0052356,1,0.166667,11,0.0900683,4,0.994091,0.997676
B1_01,B1,119,476.0,10,10,0,0,100.000000,0,0.010107,0.511754,21.6934,0.633217,0.527924,0.0173426,1,0.333333,10,0.103017,4,0.992872,0.99816
B1_01,B1,120,480.0,11,11,0,0,100.000000,0,0.001651,0.586834,25.2688,0.737562,0.51335,0.00942424,1,0,10,0.149449,4,0.994859,0.99704
B1_01,B1,121,484.0,10,10,0,0,100.000000,0,0.004745,0.564429,22.8916,0.673778,0.450221,0.0158701,1,0,11,0.0749693,4,0.994478,0.998373
B1_01,B1,122,488.0,10,10,0,0,100.000000,0,0.001622,0.53283,36.0424,0.705363,0.494154,0.0076685,1,0.181818,10,0.168586,4,0.993711,0.998089
B1_01,B1,123,492.0,11,11,0,0,100.000000,0,0.008875,0.519564,16.1507,0.654583,0.536631,0.0107928,1,0,10,0.0590501,4,0.994592,0.997816
B1_01,B1,124,496.0,10,10,0,0,100.000000,0,0.001269,0.824131,5.43161,0.727323,0.537814,0.00981684,1,0.952381,11,0.155875,3,0.99515,0.997962
B1_01,B1,125,500.0,10,10,0,0,100.000000,0,0.009417,0.822584,5.80112,0.755449,0.522463,0.0148344,1,1,10,0.145657,3,0.994656,0.998163
B1_01,B1,126,504.0,11,11,0,0,100.000000,0,0.018282,0.677483,33.0369,0.65506,0.417687,0.0172119,1,0.166667,11,0.0992083,4,0.981155,0.998533
B1_01,B1,127,508.0,11,11,0,0,100.000000,0,0.002656,0.659817,32.6516,0.670547,0.542258,0.0125389,1,0.166667,11,0.108521,4,0.991931,0.997228
B1_01,B1,128,512.0,10,10,0,0,100.000000,0,0.005555,0.894113,3.22038,0.739805,0.509299,0.0229974,1,1,10,0.138964,3,0.993435,0.997736
B1_01,B1,129,516.0,10,10,0,0,100.000000,0,0.013402,0.664397,32.1135,0.629849,0.534151,0.0212353,1,0.181818,10,0.132961,4,0.99246,0.996225
B1_01,B1,130,520.0,11,11,0,0,100.000000,0,0.168627,0.717528,30.6687,0.634724,0.47797,0.0367502,1,0,11,0.0679171,4,0.976744,0.995146
B1_01,B1,131,524.0,11,11,0,0,100.000000,0,0.043875,0.734981,36.0001,0.667551,0.48014,0.0243363,1,0.166667,11,0.112863,4,0.975735,0.995573
B1_01,B1,132,528.0,11,11,0,0,100.000000,0,0.057176,0.657282,38.775,0.642436,0.585512,0.0523735,1,0.166667,11,0.111736,4,0.977044,0.994003
B1_01,B1,133,532.0,11,11,0,0,100.000000,0,0.063681,0.964518,2.41207,0.729601,0.416644,0.0218537,1,0.857143,11,0.173435,3,0.963276,0.995379
B1_01,B1,134,536.0,11,11,0,0,100.000000,0,0.024863,0.99675,3.50339,0.737692,0.473096,0.0198675,1,0.952381,11,0.209474,3,0.98912,0.996523
B1_01,B1,135,540.0,11,11,0,0,100.000000,0,0.039240,0.694937,26.307,0.645159,0.413326,0.0128094,1,0.166667,11,0.113966,4,0.982189,0.99632
B1_01,B1,136,544.0,11,11,0,0,100.000000,0,0.013047,0.740716,19.5573,0.722526,0.510936,0.020594,1,0.166667,11,0.0999363,4,0.988239,0.996867
B1_01,B1,137,548.0,9,9,0,0,100.000000,0,0.008426,0.859289,4.02142,0.73588,0.550057,0.0115581,1,0.705882,9,0.0905463,3,0.994233,0.995897
B1_01,B1,138,552.0,10,10,0,0,100.000000,0,0.007441,0.893853,8.78714,0.767523,0.554306,0.0246162,1,0.947368,10,0.166783,3,0.992208,0.997151
B1_01,B1,139,556.0,11,11,0,0,100.000000,0,0.015732,0.851524,3.01254,0.752917,0.429973,0.0218225,1,1,11,0.0805501,3,0.994344,0.997704
B1_01,B1,140,560.0,10,10,0,0,100.000000,0,0.026243,0.642989,18.2009,0.745958,0.469704,0.016274,1,0.181818,10,0.142424,4,0.991365,0.998171
B1_01,B1,141,564.0,10,10,0,0,100.000000,0,0.009244,0.832706,5.40998,0.745044,0.489612,0.0117827,1,1,10,0.14196,3,0.992253,0.9972
B1_01,B1,142,568.0,11,11,0,0,100.000000,0,0.007720,0.684567,27.9203,0.675614,0.472127,0.022346,1,0.166667,11,0.103291,4,0.99184,0.998345
B1_01,B1,143,572.0,10,10,0,0,100.000000,0,0.002201,0.915844,4.93663,0.756712,0.515693,0.00966731,1,1,10,0.209334,3,0.99574,0.998283
B1_01,B1,144,576.0,11,11,0,0,100.000000,0,0.017068,0.849379,5.88632,0.736452,0.486197,0.0123306,1,1,11,0.214989,3,0.992954,0.998298
B1_01,B1,145,580.0,10,10,0,0,100.000000,0,0.034754,0.580694,20.7782,0.664947,0.466812,0.012026,1,0.166667,10,0.0680204,4,0.98399,0.998656
B1_01,B1,146,584.0,11,11,0,0,100.000000,0,0.004786,0.570465,19.6997,0.671263,0.520538,0.0131395,1,0.153846,11,0.085521,4,0.977641,0.998355
B1_01,B1,147,588.0,10,10,0,0,100.000000,0,0.015162,0.618798,16.8803,0.689495,0.556075,0.0279879,1,0,10,0.128141,4,0.99257,0.997674
B1_01,B1,148,592.0,11,11,0,0,100.000000,0,0.000471,0.541788,16.842,0.648875,0.479513,0.00939052,1,0.285714,11,0.0604426,4,0.991559,0.998669
B1_01,B1,149,596.0,10,10,0,0,100.000000,0,0.003640,0.894807,4.17976,0.756172,0.486854,0.0192205,1,1,10,0.114856,3,0.994196,0.997095
B1_01,B1,150,600.0,10,10,0,0,100.000000,0,0.025136,0.448774,23.5898,0.649208,0.442246,0.0152113,1,0.166667,10,0.0679122,4,0.989433,0.997262
B1_01,B1,151,604.0,10,10,0,0,100.000000,0,0.000881,0.927883,2.96379,0.747051,0.457574,0.0097532,1,1,10,0.136509,3,0.994958,0.99794
B1_01,B1,152,608.0,10,10,0,0,100.000000,0,0.017338,0.84224,5.05491,0.750134,0.522165,0.0138526,1,1,10,0.232608,3,0.993709,0.997765
B1_01,B1,153,612.0,11,11,0,0,100.000000,0,0.002936,0.89915,4.55908,0.751123,0.502675,0.0115514,1,0.952381,11,0.150164,3,0.993838,0.997038
B1_01,B1,154,616.0,11,11,0,0,100.000000,0,0.024649,0.862398,5.39472,0.752029,0.542973,0.0126727,1,0.952381,11,0.204171,3,0.996044,0.998457
B1_01,B1,155,620.0,10,10,0,0,100.000000,0,0.085548,0.891717,6.89822,0.733927,0.48139,0.0131345,1,0.9,10,0.215986,3,0.988959,0.997609
B1_01,B1,156,624.0,11,11,0,0,100.000000,0,0.000531,0.566588,12.5149,0.660153,0.613639,0.0161151,1,0.4,11,0.141515,4,0.99303,0.998861
B1_01,B1,157,628.0,11,11,0,0,100.000000,0,0.003367,0.627825,29.2905,0.730194,0.528406,0.0218199,1,0.9,11,0.213372,3,0.982583,0.997838
B1_01,B1,158,632.0,12,12,0,0,100.000000,0,0.007435,0.682216,9.04504,0.729264,0.52963,0.0169283,1,0.956522,12,0.205194,3,0.969452,0.998456
B1_01,B1,159,636.0,11,11,0,0,100.000000,0,0.002905,0.688013,11.7472,0.726228,0.560161,0.0126338,1,0.956522,11,0.22663,3,0.994732,0.998188
B1_01,B1,160,640.0,11,11,0,0,100.000000,0,0.004355,0.557628,12.9465,0.73419,0.563322,0.0110778,1,0.842105,11,0.246187,3,0.992793,0.998489
B1_01,B1,161,644.0,10,10,0,0,100.000000,0,0.010950,0.611925,21.5529,0.691384,0.536272,0.0141986,1,0.571429,10,0.136145,3,0.995705,0.998359
B1_01,B1,162,648.0,11,11,0,0,100.000000,0,0.003760,0.696655,7.83578,0.741761,0.577881,0.0131762,1,1,11,0.176352,3,0.996779,0.99867
B1_01,B1,163,652.0,10,10,0,0,100.000000,0,0.027328,0.729743,7.8712,0.731861,0.537811,0.0165155,1,1,10,0.189492,3,0.995091,0.997921
B1_01,B1,164,656.0,11,11,0,0,100.000000,0,0.006883,0.698714,8.54453,0.726903,0.514038,0.0127019,1,0.952381,11,0.153926,3,0.996764,0.998895
B1_01,B1,165,660.0,10,10,0,0,100.000000,0,0.005981,0.491107,12.8229,0.682551,0.553746,0.0226078,1,0.153846,10,0.090648,4,0.991741,0.998738
B1_01,B1,166,664.0,9,9,0,0,100.000000,0,0.008630,0.565064,18.6667,0.698323,0.535145,0.0224422,1,0.666667,9,0.166603,4,0.992917,0.996665
B1_01,B1,167,668.0,10,10,0,0,100.000000,0,0.016121,0.601059,23.3476,0.753093,0.511748,0.0202924,1,0,10,0.231137,4,0.992164,0.99832
B1_01,B1,168,672.0,10,10,0,0,100.000000,0,0.010366,0.43986,14.9083,0.648694,0.494293,0.0249627,1,0.307692,10,0.13684,4,0.986715,0.998567
B1_01,B1,169,676.0,11,11,0,0,100.000000,0,0.001293,0.741043,7.83325,0.727319,0.548244,0.00979183,1,1,11,0.226797,3,0.994369,0.997336
B1_01,B1,170,680.0,11,11,0,0,100.000000,0,0.001382,0.430903,16.0583,0.65976,0.511212,0.0191211,1,0.285714,11,0.0461454,4,0.990365,0.998801
B1_01,B1,171,684.0,10,10,0,0,100.000000,0,0.022688,0.632782,18.7977,0.702627,0.533338,0.0129023,1,0.166667,10,0.123864,4,0.994888,0.998528
B1_01,B1,172,688.0,10,10,0,0,100.000000,0,0.002985,0.507474,23.1755,0.656996,0.497995,0.0105382,1,0.333333,10,0.252499,4,0.993224,0.997771
B1_01,B1,173,692.0,10,10,0,0,100.000000,0,0.007511,0.554673,16.4659,0.688867,0.549466,0.0180768,1,0.307692,10,0.0529432,4,0.994633,0.998456
B1_01,B1,174,696.0,10,10,0,0,100.000000,0,0.014070,0.639022,14.8471,0.679194,0.513172,0.0129774,1,0,10,0.05252,4,0.995774,0.998243
